ID,MTO_PIA
1,94937.79155711729
2,94903.00447349809
3,94837.04697777469
4,94837.04697790183
5,94757.47950206618
6,94916.02944967101
7,94910.69187437026
8,94740.15153175448
9,94801.77224279188
10,94937.79155875808
11,94937.86896413376
12,94808.24580011902
13,94713.13496450328
14,94849.42803144481
15,94880.54194060617
16,94712.57911412172
17,94816.5233946503
18,94910.69187473519
19,94767.51850145868
20,94737.8593748262
21,94745.92772524111
22,94808.24580000341
23,94899.87635022777
24,94740.15153170953
25,94804.82394627994
26,94788.19965448212
27,95053.26879696111
28,94926.82310096762
29,94780.02729386171
30,94780.02729247525
31,94797.76509821907
32,94745.92772551547
33,94740.15153176227
34,94740.15153009316
35,94712.99511436516
36,94899.87634999897
37,94899.87633787091
38,94910.69187449114
39,94910.69186224217
40,94745.64017106428
41,94800.96109790687
42,94713.13497630655
43,94713.1349763462
44,94737.79525892115
45,94837.04697773761
46,94712.59100120062
47,94737.85937519115
48,94740.15153175074
49,94808.2457983421
50,94808.24580009902
51,94849.42802978349
52,94880.54193880117
53,94903.00446112662
54,94851.85516273095
55,94757.47950207727
56,94757.47948987002
57,94797.76509898489
58,94745.92771313808
59,94763.9672627062
60,94801.77225463484
61,94837.04697787449
62,94828.20011472791
63,94804.82395850646
64,95014.15635705645
65,94745.92772500348
66,94903.00446111808
67,94937.79155877863
68,94788.74417464218
69,94801.77225554513
70,94788.74417465483
71,94804.82395864751
72,94767.51850206999
73,94880.54381232071
74,95053.26879669487
75,94767.51850205607
76,94780.02729387562
77,94899.87635024829
78,94767.5666764238
79,94767.56667706084
80,94745.83704390441
81,94801.77225527973
82,94763.96726283326
83,94740.1515321528
84,94880.54381242004
85,94745.83703154755
86,94737.85937443849
87,94745.64017054731
88,94956.23016823154
89,94788.19964316697
90,94763.9672628168
91,94712.59100105694
92,94713.1349768582
93,94849.4280311955
94,94737.79524822751
95,94816.52339300951
96,94816.52339481455
97,94797.76509898329
98,94713.13497660888
99,94903.00446141831
100,94851.85515201489
101,94851.85515203736
102,95053.26879643438
103,94781.35702646969
104,94880.54194047902
105,94937.79155852931
106,94837.04697750883
107,94737.85937341422
108,94740.15153150515
109,94788.19965552383
110,95053.26879630722
111,94916.02944983525
112,94740.15153162606
113,94763.96726244035
114,94880.54381245095
115,94808.245799875
116,94926.82311228279
117,94780.02729399787
118,94797.76509895173
119,94780.02729389878
120,94712.57912509212
121,94767.56667707738
122,94745.64016965228
123,94797.76509886392
124,94797.76509895545
125,94745.92772547051
126,94903.00447346101
127,94910.69187461956
128,94767.51848964117
129,94767.518501953
130,94797.76509894156
131,94745.92772563109
132,94740.1515318399
133,94804.82395877849
134,94763.96726279629
135,94956.23016884807
136,94781.35701434161
137,94880.541316472
138,94903.00447359716
139,94916.02944944223
140,94910.69187410967
141,94745.64017107581
142,94937.86896272175
143,94712.99511439858
144,95053.26879695692
145,94828.20011460074
146,94804.82394625749
147,94740.15153187084
148,94926.82311253711
149,94910.69187463657
150,94916.0294490545
151,94781.35701425618
152,94880.54381207131
153,94956.23016888124
154,94712.57912569119
155,94713.13496479495
156,94916.02944969156
157,94712.9951136459
158,94712.99511426243
159,94801.77225450976
160,94740.15153189847
161,94880.54381233336
162,94937.8689644987
163,94926.82311283512
164,94801.772255011
165,94712.57912661965
166,94791.24750530408
167,94788.19964317839
168,94757.47950181876
169,94801.77225489538
170,94797.76508649017
171,94956.2301687541
172,94737.7952607035
173,94791.24750520033
174,94903.00447297165
175,94757.47948957833
176,94757.47950027195
177,94767.51850201638
178,94737.8593627206
179,94745.92772563736
180,94926.82311330007
181,94800.96109807109
182,94712.57912661474
183,94712.57912584524
184,94712.5791265041
185,94851.85516453598
186,94757.47950205176
187,94737.85937509206
188,94745.64017120298
189,94745.927725532
190,94740.15153188452
191,94763.96725035815
192,94763.9672628226
193,94763.9672626447
194,94956.23016835871
195,95053.26878457832
196,94849.42803142428
197,94712.57912598713
198,94788.74417298088
199,94767.51850208014
200,94745.92771305265
201,94740.15153187791
202,94804.82395849006
203,94763.96726102835
204,94737.79526068908
205,94880.54194041753
206,94808.24580011003
207,94791.24750494814
208,94791.24749286594
209,94816.5233946675
210,94767.51848959326
211,94737.85937507552
212,94797.7650989714
213,94745.9277252599
214,94804.82395861433
215,94712.99511403365
216,94763.9672620526
217,94880.54381230017
218,94880.54381243633
219,94712.5791266428
220,94712.59100116357
221,94797.76509834414
222,94712.99511442667
223,94763.96726283335
224,94808.24578764848
225,94737.79526069807
226,94899.87635037546
227,94899.87635039199
228,94805.45824155807
229,94788.7441747488
230,94956.2301564912
231,94880.5438124644
232,94808.24578754061
233,94926.82311348872
234,94926.82311336155
235,94780.02729324519
236,94849.42803158842
237,94712.59100117255
238,94712.59098867953
239,94851.85516434732
240,94837.04697724825
241,94937.7915589107
242,94801.77225526211
243,95014.15636952993
244,94740.15153094658
245,94713.13497695752
246,94899.87634973842
247,94757.47950206042
248,94740.1515318874
249,94713.13496439537
250,94791.24750519746
251,94800.9610855979
252,94801.77225523225
253,94712.9951144179
254,94801.77225522036
255,94781.35702671239
256,94757.4794896038
257,94740.15153150304
258,94816.52339479137
259,94801.77225515836
260,94712.57912658455
261,94745.6401711659
262,94781.35702671901
263,94757.47950197899
264,94880.54381246433
265,94788.74416228724
266,94780.02729402625
267,94926.8231133245
268,94880.54194021315
269,94899.87634858699
270,94797.76509871133
271,94740.15151942296
272,94788.19965549941
273,94788.19965568805
274,94956.2301686192
275,94713.13497687473
276,94903.00447323223
277,94837.04697790176
278,94757.47950191272
279,94805.45825391493
280,94788.7441741302
281,94763.96726272254
282,94808.24579975409
283,94780.02729398887
284,94737.79526033314
285,94837.04697786478
286,94816.52339467582
287,94767.5666770403
288,94745.92772565917
289,94745.92772549833
290,94740.1515318701
291,94740.15153176314
292,95053.2687970509
293,94926.82311168371
294,94816.52339466423
295,94757.4795020489
296,94916.02944803023
297,94910.69187459904
298,94910.69187476327
299,94788.74417439286
300,94740.1515318611
301,94740.15151939954
302,94763.96726268966
303,94880.54381207138
304,94880.54381233724
305,94808.24579998289
306,94780.02729222094
307,94880.54131659913
308,94767.56667720454
309,94788.7441747578
310,94767.51850211434
311,94767.51850172132
312,94937.86896374602
313,94937.86895200568
314,94956.23016897522
315,94916.02944918165
316,94745.64017117489
317,94745.6401704054
318,94797.76509897955
319,94801.77225489749
320,94801.77224276942
321,94880.54381242734
322,94780.02729388225
323,94737.79526059898
324,94880.54131620614
325,94880.54192810754
326,94937.79155826665
327,94851.8551638803
328,94767.56667720483
329,94805.45825395199
330,94805.45825389051
331,94745.6401586819
332,94745.92772470757
333,94804.82394626891
334,94737.79524820506
335,94805.45824158053
336,94937.86896439962
337,94740.15153188078
338,94788.19965556088
339,94788.19965388304
340,94712.99511262163
341,94837.04696529533
342,94837.04697789022
343,94837.04697777498
344,94745.927713152
345,94788.19964321486
346,95014.15636887604
347,95014.15636939858
348,94801.77225479823
349,94801.77225500884
350,94805.4582540594
351,94797.76509882831
