ID,MTO_PIA
1,145185.5077876941
2,115323.45663850351
3,90032.55987994431
4,90032.49077537147
5,79064.878347784
6,124176.48572145158
7,120291.96452731911
8,74998.00843687936
9,89625.06771654662
10,145185.7103990145
11,145282.07842607793
12,83001.51752034045
13,68296.8866157358
14,93406.99070694872
15,122900.13218707936
16,68173.66654917391
17,84938.77349115351
18,120288.43861419437
19,81525.13085410034
20,74449.42440106499
21,76359.66773607986
22,83003.53705968
23,113486.97537290548
24,75001.1570789381
25,82206.12982642294
26,78368.8834379644
27,282042.4160104635
28,133463.44862923166
29,76433.1278123835
30,76432.78691921197
31,80607.11009216393
32,76357.94543790846
33,74998.5155700209
34,74996.41338708495
35,68479.11212243434
36,113489.87418516469
37,113503.01036777461
38,120296.83767497397
39,120305.10070992903
40,76299.31408531778
41,81314.73734582606
42,68299.76439295546
43,68289.36438516922
44,74433.38356155479
45,90027.848835291
46,68152.49892530958
47,74445.89848794024
48,74996.56513331718
49,83001.9420098856
50,83003.10159870468
51,93405.39565715431
52,122895.28763567854
53,115325.46256161736
54,106274.39635051138
55,79109.87878888016
56,79116.52664916629
57,80600.58914397762
58,76372.58799430358
59,80556.68712129827
60,89617.54548598002
61,90029.77732447672
62,77275.61474928053
63,82207.18481856989
64,172341.90011022048
65,76355.74773663499
66,115334.24210303131
67,145187.10283748852
68,78481.73858581377
69,89665.5115320119
70,78487.51052015183
71,82206.5772314679
72,81528.33639796065
73,122898.80819092052
74,281996.5980843714
75,81528.8748731197
76,76432.58933933005
77,113488.36781137947
78,81381.50659768576
79,81374.8506288727
80,75399.25594847575
81,89620.64930296958
82,80555.26937630044
83,75043.77678163775
84,122899.81603350736
85,75415.29094334491
86,74454.57399609286
87,76295.74822812925
88,172343.3405677225
89,78379.82441102358
90,80553.29941054615
91,68149.24942370316
92,68291.56208644269
93,93408.49708073394
94,74440.30314064231
95,84938.57087983312
96,84943.41543123395
97,80600.38501877802
98,68293.06846022788
99,115372.69244942261
100,106290.63395670093
101,106281.3159295989
102,282003.0271958696
103,84602.01283013931
104,122900.2012916522
105,145188.60921127372
106,90030.74764755023
107,74446.32297748538
108,74999.51481066456
109,78363.78941615442
110,282003.09631207515
111,124181.12766153204
112,75004.3879583194
113,80554.8748889042
114,122898.80576752595
115,83009.91658112007
116,133452.50765617244
117,76432.50071151799
118,80600.01866237554
119,76437.8388570368
120,68157.29066113323
121,81378.16923505194
122,76296.21259775716
123,80600.9612564924
124,80601.4619659377
125,76361.0940799672
126,115318.74559385021
127,120290.45815353391
128,81534.06504638016
129,81526.42372486509
130,80602.00044109675
131,76355.92589856892
132,74999.55475462525
133,82202.70615831127
134,80551.90697207213
135,172335.2921604354
136,84615.14901274923
137,122899.20481904947
138,115318.1184929847
139,124179.3845337108
140,120297.04500614146
141,76301.26453558198
142,145278.97700249832
143,68474.0130456089
144,282002.2122776001
145,77275.68385385339
146,82215.44785352497
147,74998.54448759105
148,133452.36940340392
149,120289.98636165875
150,124184.53412873868
151,84613.6029455613
152,122898.9659320299
153,172342.4565332475
154,68162.58732334618
155,68344.11650354107
156,124177.87815992562
157,68482.6885537615
158,68474.64014647441
159,89626.39915606656
160,75043.9149936916
161,122904.58012525857
162,145278.55251295317
163,133455.3929254441
164,89618.34946793309
165,68157.02397667845
166,79060.55941871379
167,78371.53246599312
168,79069.81327097882
169,89620.36901502598
170,80606.80473471552
171,172342.52563782033
172,74435.95511297135
173,79062.50857166297
174,115326.72488493178
175,79069.29676136104
176,79062.37718227351
177,81530.02221873494
178,74453.24255657289
179,76359.87763754893
180,133451.95471489526
181,81319.3792859065
182,68157.00445343924
183,68156.83683789881
184,68160.39214869383
185,106279.24090191221
186,79062.44030069368
187,74451.23663345905
188,76301.19543100914
189,76361.26404408773
190,74998.42694220884
191,80560.57309278846
192,80554.27463083509
193,80556.51715717773
194,172343.27145151698
195,282002.7909546267
196,93405.5982684747
197,68156.82629150532
198,78480.14353601936
199,81526.35462029224
200,76371.04192711567
201,74996.49602874434
202,82199.96957410211
203,80551.7734653246
204,74433.51706830233
205,122900.03132753169
206,83002.07551663314
207,79063.52733554585
208,79069.22553943012
209,84937.69178098105
210,81541.97111176893
211,74447.91802727978
212,80600.45540565264
213,76364.39406682953
214,82199.41285865579
215,68477.53895873364
216,80560.02448393207
217,122897.41575244647
218,122896.78865158095
219,68162.27349438521
220,68147.7878806563
221,80598.2564220774
222,68479.28208655486
223,80556.61801672542
224,83008.8615889731
225,74432.95907200966
226,113488.29870680663
227,113491.6173129859
228,82363.04543942347
229,78480.2770427669
230,172351.32715530458
231,122902.05769252693
232,83016.63354888721
233,133452.05557444293
234,133452.12467901577
235,76441.17621967061
236,93408.89156813016
237,68147.22988436362
238,68163.89198009828
239,106279.14004236452
240,90035.82812637258
241,145187.0532561549
242,89619.74446955527
243,172381.07017602635
244,75001.57176744676
245,68292.56992902953
246,113494.95466398704
247,79063.90312749508
248,74998.91455259544
249,68304.65857564988
250,79062.02096176065
251,81322.86627530644
252,89621.28950499938
253,68476.47061351713
254,89621.3598950324
255,84598.57554482661
256,79070.70872307428
257,74998.63426465185
258,84938.1659135272
259,89621.69362976855
260,68160.57031052468
261,76296.48438635585
262,84600.50645635411
263,79066.66589542905
264,122900.70905210193
265,78487.06311510688
266,76480.42680766978
267,133447.4136343625
268,122898.38905925816
269,113486.77276158509
270,80599.61840032315
271,75005.21301454882
272,78368.3304966872
273,78368.43135623488
274,172336.8423400188
275,68294.88069262194
276,115321.64440610944
277,90031.14213494647
278,79062.5797935939
279,82347.01044455433
280,78479.54088454031
281,80557.13543257753
282,83005.04343346521
283,76433.05870781068
284,74436.48498513439
285,90027.77973071816
286,84941.53408554257
287,81373.45819039867
288,76361.19493951488
289,76360.01712859632
290,74995.9888975398
291,74999.4712680392
292,281994.9788002152
293,133447.21102304212
294,84938.23501810004
295,79061.95269272836
296,124176.28311013119
297,120289.06571505989
298,120293.70765514033
299,78483.24495959897
300,74996.54689383249
301,75003.33296617247
302,80553.368515119
303,122900.3145647057
304,122902.12679709977
305,83002.14462120598
306,76432.92520106313
307,122899.13571447665
308,81378.10013047911
309,78479.71904647422
310,81530.57805698023
311,81528.83492915901
312,145287.2280211058
313,145295.21460868788
314,172335.22305586253
315,124184.46501253315
316,76295.92639006318
317,76295.75877452274
318,80598.94171521583
319,89621.2495610387
320,89634.38574364861
321,122897.34664787362
322,76434.52025085753
323,74438.29721752847
324,122897.39258665543
325,122902.20721476605
326,145184.90513621506
327,106273.79369903232
328,81420.75718568492
329,82351.72148920762
330,82351.55152508708
331,76312.58848579784
332,76361.50876847588
333,82207.1559084945
334,74449.62116774432
335,82353.72741232146
336,145283.890658472
337,74996.98363719389
338,78368.50046080773
339,78363.58680483405
340,68474.43753515404
341,90042.33776297224
342,90029.19169243141
343,90075.21694096642
344,76372.04950861553
345,78371.91834563483
346,172341.75047182167
347,172340.93555355218
348,89623.71742715503
349,89620.41745001901
350,82349.86699503711
351,80601.53107051055
352,80553.99434289147
353,89620.23079715582
