ID,MTO_PIA
1,128711.99050428685
2,114891.727872559
3,93619.08382514263
4,93619.08387852515
5,82056.11839536649
6,119834.20720809531
7,117779.87779924941
8,78249.41247807415
9,93206.40811901384
10,128711.9911925013
11,128744.97999893907
12,86072.13067753184
13,72851.09640114252
14,97165.92176312892
15,119190.80735127149
16,72749.03726065662
17,88146.88451579472
18,117779.8779559999
19,84396.82405357357
20,77763.91078363934
21,79480.45098042517
22,86072.13062687694
23,113742.63166999852
24,78249.41245822117
25,85241.19908577649
26,81360.68852020692
27,156042.14889379393
28,124145.48614276934
29,79550.80052464308
30,79550.79994319369
31,83558.91726724198
32,79480.45109611175
33,78249.41248076598
34,78249.41178333531
35,72813.8924254234
36,113742.63157042734
37,113742.62647968653
38,117779.87785065192
39,117779.8727085086
40,79427.45703526132
41,84314.14607977288
42,72851.10135351199
43,72851.1013734866
44,77753.48870134591
45,93619.0838152211
46,72748.5761291702
47,77763.91094038982
48,78249.41247803834
49,86072.1299321381
50,86072.1306686103
51,97165.9210683901
52,119190.80659975302
53,114891.72268453166
54,108700.703386924
55,82056.11835133706
56,82056.1132266138
57,83558.91758976517
58,79480.44589927535
59,83557.01860606248
60,93206.41309135793
61,93619.08387059819
62,80269.83415177735
63,85241.2042157136
64,136863.7547576919
65,79480.45088382563
66,114891.72267813215
67,128711.99119902571
68,81480.13451811604
69,93206.41342112605
70,81480.13452261218
71,85241.20427490283
72,84396.82430762885
73,119191.53264496078
74,156042.14883170437
75,84396.82430182217
76,79550.80053044976
77,113742.63167652293
78,84398.0381545626
79,84398.03842278582
80,78624.69328592364
81,93206.4133583904
82,83557.01866078546
83,78249.41259555615
84,119191.53268672994
85,78624.68809561164
86,77763.9106215117
87,79427.45682230571
88,136863.75962499186
89,81360.68377028377
90,83557.01865604789
91,72748.57607239054
92,72851.10158577272
93,97165.92165703334
94,77753.48421145455
95,88146.88382758027
96,88146.88457909877
97,83558.91758884772
98,72851.10147967715
99,114891.72275515551
100,108700.69888482643
101,108700.69889703263
102,156042.14872161884
103,87797.18199485097
104,119190.80729788897
105,128711.99109293013
106,93619.08371564993
107,77763.91019499608
108,78249.41237197856
109,81360.68896059577
110,156042.14866823633
111,119834.20727139934
112,78249.41242338107
113,83557.01849656978
114,119191.53269962015
115,86072.13057218386
116,124145.4908926925
117,79550.80058182238
118,83558.91757719855
119,79550.8005345646
120,72749.04186951925
121,84398.03842618295
122,79427.45644661806
123,83558.91753815702
124,83558.91757723436
125,79480.45107625876
126,114891.72786263748
127,117779.877905345
128,84396.81908976381
129,84396.82426001721
130,83558.91757142768
131,79480.45114676665
132,78249.41251403664
133,85241.20432852679
134,83557.0186495235
135,136863.75988669068
136,87797.17690411014
137,119190.5655102247
138,114891.72791981677
139,119834.20710852412
140,117779.87769050432
141,79427.45703798896
142,128744.97941029583
143,72813.89244254873
144,156042.14894095567
145,80269.83409839481
146,85241.19907357029
147,78249.41252692683
148,124145.49099945757
149,117779.87791242852
150,119834.20694639649
151,87797.17686814765
152,119191.53254020563
153,136863.7598977112
154,72749.04211734484
155,72851.09647176639
156,119834.20721461969
157,72813.89212367064
158,72813.89238536946
159,93206.41303542085
160,78249.41248879109
161,119191.5326494569
162,128744.98015568954
163,124145.49112476506
164,93206.41324821579
165,72749.04251015784
166,82051.15904450695
167,81360.6837773652
168,82056.11829173373
169,93206.41319756089
170,83558.91234571021
171,136863.75984432868
172,77753.48944635244
173,82051.15899833072
174,114891.72765432118
175,82056.11315598994
176,82056.11764588128
177,84396.82428573012
178,77763.90570510473
179,79480.45114573333
180,124145.49131975273
181,84314.14614307693
182,72749.04250814792
183,72749.04218579458
184,72749.04245816251
185,108700.70413844247
186,82056.11839195693
187,77763.91089313204
188,79427.4570913715
189,79480.45109950888
190,78249.4125321386
191,83557.01342524146
192,83557.01865741171
193,83557.01858281236
194,136863.7596783744
195,156042.14374670456
196,97165.92175660456
197,72749.0422452069
198,81480.1338233772
199,84396.82431339975
200,79480.44586331287
201,78249.41253142088
202,85241.20421118167
203,83557.0179079265
204,77753.48944294288
205,119190.80727463886
206,86072.13067373508
207,82051.15889155323
208,82051.1538202249
209,88146.8845235631
210,84396.81906902329
211,77763.91088973492
212,83558.91758436905
213,79480.45098803614
214,85241.20426388229
215,72813.89228579827
216,83557.01833444215
217,119191.53263843639
218,119191.53269561568
219,72749.04251427267
220,72748.57611924867
221,83558.91732317906
222,72813.89244867349
223,83557.01865944502
224,86072.12544224675
225,77753.48944673965
226,113742.63172990545
227,113742.6317333026
228,85394.93354719439
229,81480.13456497419
230,136863.75469637866
231,119191.53270174043
232,86072.12539407806
233,124145.49139638538
234,124145.49134300284
235,79550.80026294426
236,97165.92182124902
237,72748.57612304544
238,72748.57087555414
239,108700.70406180984
240,93619.08360690484
241,128711.99125441816
242,93206.41335254794
243,136863.7599445047
244,78249.41213792597
245,72851.10162754188
246,113742.63146168225
247,82056.11839400265
248,78249.4125328205
249,72851.09635297384
250,82051.1589976488
251,84314.1409102014
252,93206.41333960653
253,72813.89244796822
254,93206.41333512787
255,87797.18210022883
256,82056.11316452426
257,78249.41237199098
258,88146.88457498394
259,93206.41330637169
260,72749.0424934555
261,79427.45708144997
262,87797.18210094655
263,82056.1183604906
264,119191.53270308085
265,81480.12933348585
266,79550.80054188443
267,124145.49133308131
268,119190.80718839625
269,113742.6309817841
270,83558.91747624018
271,78249.40730065024
272,81360.68894726719
273,81360.68902389982
274,136863.75978845992
275,72851.10158916985
276,114891.72776306629
277,93619.08387986559
278,82056.11833409574
279,85394.93873750638
280,81480.13430582992
281,83557.01861667795
282,86072.13052078137
283,79550.8005780256
284,77753.48928998917
285,93619.08386860363
286,88146.88452298859
287,84398.03841626142
288,79480.4511528914
289,79480.45108787213
290,78249.41252872904
291,78249.41248011988
292,156042.14898331766
293,124145.4906448669
294,88146.8845216014
295,82056.11839127503
296,119834.20651988086
297,117779.8778988206
298,117779.87796212466
299,81480.13441202047
300,78249.41252493228
301,78249.40729344395
302,83557.01860266535
303,119191.5325388652
304,119191.53264835791
305,86072.13062035255
306,79550.79983642863
307,119190.56556360722
308,84398.03847956548
309,81480.13456877094
310,84396.82432263934
311,84396.8241597641
312,128744.97983681143
